id;Dataset;k;normalize;meka;weka;model size;status;Accuracy;Jaccard index;Hamming score;Exact match;Jaccard distance;Hamming loss;ZeroOne loss;Harmonic score;One error;Rank loss;Avg precision;Log Loss (lim. L);Log Loss (lim. D);Micro Precision;Micro Recall;Macro Precision;Macro Recall;F1 (micro averaged);F1 (macro averaged by label);AUPRC (macro averaged);AUROC (macro averaged);Build Time;Test Time;Total Time;Accuracy (per label);Harmonic (per label);Precision (per label);Recall (per label);avg. relevance (test set);avg. relevance (predicted);avg. relevance (difference)
86;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811.0;success;0.58;0.58;0.718;0.122;0.42;0.282;0.878;0.685;0.293;0.243;0.797;0.562;0.583;0.702;0.717;0.565;0.581;0.71;0.564;0.638;0.678;2.346;0.715;3.061;"[""0.756"", ""0.854"", ""0.537"", ""0.634"", ""0.659"", ""0.683"", ""0.902""]";"[""0.330"", ""0.851"", ""0.451"", ""0.632"", ""0.299"", ""0.281"", ""0.000""]";"[""0.784"", ""0.833"", ""0.571"", ""0.632"", ""0.735"", ""0.400"", ""0.000""]";"[""0.935"", ""0.833"", ""0.696"", ""0.600"", ""0.833"", ""0.167"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.902"", ""0.439"", ""0.683"", ""0.463"", ""0.829"", ""0.122"", ""0.000""]";"[""-0.146"", ""0.000"", ""-0.122"", ""0.024"", ""-0.098"", ""0.171"", ""0.098""]"
87;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423.0;success;0.622;0.622;0.77;0.195;0.378;0.23;0.805;0.746;0.195;0.222;0.713;0.447;0.854;0.769;0.746;0.767;0.637;0.757;0.661;0.623;0.668;2.684;0.122;2.806;"[""0.829"", ""0.902"", ""0.561"", ""0.683"", ""0.780"", ""0.707"", ""0.927""]";"[""0.566"", ""0.891"", ""0.563"", ""0.683"", ""0.523"", ""0.391"", ""0.400""]";"[""0.833"", ""0.938"", ""0.632"", ""0.667"", ""0.800"", ""0.500"", ""1.000""]";"[""0.968"", ""0.833"", ""0.522"", ""0.700"", ""0.933"", ""0.250"", ""0.250""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.878"", ""0.390"", ""0.463"", ""0.512"", ""0.854"", ""0.146"", ""0.024""]";"[""-0.122"", ""0.049"", ""0.098"", ""-0.024"", ""-0.122"", ""0.146"", ""0.073""]"
88;flags;1;True;meka.classifiers.multilabel.PSt -P 3 -N 2;"weka.classifiers.functions.SMO -- -C 0.8999999999999999 -N 1 -M -K ""weka.classifiers.functions.supportVector.RBFKernel -G 0.001""";193737.0;success;0.558;0.558;0.697;0.122;0.442;0.303;0.878;0.676;0.171;0.21;0.833;0.576;0.779;0.686;0.691;0.481;0.538;0.688;0.495;0.586;0.621;1.075;0.059;1.134;"[""0.805"", ""0.732"", ""0.537"", ""0.561"", ""0.732"", ""0.634"", ""0.878""]";"[""0.458"", ""0.723"", ""0.514"", ""0.438"", ""0.000"", ""0.000"", ""0.000""]";"[""0.811"", ""0.640"", ""0.583"", ""0.600"", ""0.732"", ""0.000"", ""0.000""]";"[""0.968"", ""0.889"", ""0.609"", ""0.300"", ""1.000"", ""0.000"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.122""]";"[""0.902"", ""0.610"", ""0.585"", ""0.244"", ""1.000"", ""0.073"", ""0.000""]";"[""-0.146"", ""-0.171"", ""-0.024"", ""0.244"", ""-0.268"", ""0.220"", ""0.122""]"
89;flags;1;False;meka.classifiers.multilabel.PS -P 2 -N 3;weka.classifiers.rules.JRip -- -N 4.4 -E -P -O 3;1000000000.0;error;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
90;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 14;weka.classifiers.functions.Logistic -- -R 10.0;141463.0;success;0.62;0.62;0.76;0.122;0.38;0.24;0.878;0.744;0.22;0.207;0.784;0.346;0.66;0.741;0.768;0.622;0.622;0.754;0.606;0.58;0.615;0.752;0.016;0.768;"[""0.756"", ""0.902"", ""0.561"", ""0.707"", ""0.756"", ""0.732"", ""0.902""]";"[""0.000"", ""0.891"", ""0.563"", ""0.706"", ""0.167"", ""0.394"", ""0.000""]";"[""0.756"", ""0.938"", ""0.632"", ""0.682"", ""0.750"", ""0.600"", ""0.000""]";"[""1.000"", ""0.833"", ""0.522"", ""0.750"", ""1.000"", ""0.250"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.390"", ""0.463"", ""0.537"", ""0.976"", ""0.122"", ""0.000""]";"[""-0.244"", ""0.049"", ""0.098"", ""-0.049"", ""-0.244"", ""0.171"", ""0.098""]"
91;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 14;weka.classifiers.functions.Logistic -- -R 10.0;141463;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
92;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
93;flags;1;False;meka.classifiers.multilabel.RAkEL -N 2 -P 1 -k 1 -M 14;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -S -A;135803;success;0.557;0.557;0.707;0.049;0.443;0.293;0.951;0.676;0.268;0.272;0.743;0.441;0.841;0.68;0.739;0.557;0.599;0.708;0.57;0.531;0.57;0.835;0.026;0.861;"[""0.756"", ""0.732"", ""0.585"", ""0.634"", ""0.707"", ""0.634"", ""0.902""]";"[""0.000"", ""0.678"", ""0.510"", ""0.621"", ""0.166"", ""0.529"", ""0.000""]";"[""0.756"", ""0.769"", ""0.607"", ""0.647"", ""0.737"", ""0.385"", ""0.000""]";"[""1.000"", ""0.556"", ""0.739"", ""0.550"", ""0.933"", ""0.417"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.317"", ""0.683"", ""0.415"", ""0.927"", ""0.317"", ""0.000""]";"[""-0.244"", ""0.122"", ""-0.122"", ""0.073"", ""-0.195"", ""-0.024"", ""0.098""]"
94;flags;1;True;meka.classifiers.multilabel.PSt -P 3 -N 2;"weka.classifiers.functions.SMO -- -C 0.8999999999999999 -N 1 -M -K ""weka.classifiers.functions.supportVector.RBFKernel -G 0.001""";193737;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
95;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
96;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.lazy.IBk -- -K 57 -X -I;153204;success;0.559;0.559;0.721;0.171;0.441;0.279;0.829;0.69;0.22;0.265;0.697;0.542;1.035;0.742;0.645;0.663;0.507;0.69;0.525;0.553;0.59;0.434;0.328;0.762;"[""0.780"", ""0.829"", ""0.537"", ""0.610"", ""0.659"", ""0.732"", ""0.902""]";"[""0.331"", ""0.806"", ""0.537"", ""0.588"", ""0.407"", ""0.154"", ""0.000""]";"[""0.789"", ""0.867"", ""0.611"", ""0.625"", ""0.750"", ""1.000"", ""0.000""]";"[""0.968"", ""0.722"", ""0.478"", ""0.500"", ""0.800"", ""0.083"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.927"", ""0.366"", ""0.439"", ""0.390"", ""0.780"", ""0.024"", ""0.000""]";"[""-0.171"", ""0.073"", ""0.122"", ""0.098"", ""-0.049"", ""0.268"", ""0.098""]"
97;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
98;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
99;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S GreedyStepwise -X 4;105498;success;0.544;0.544;0.693;0.073;0.456;0.307;0.927;0.67;0.293;0.273;0.765;0.589;0.631;0.671;0.71;0.552;0.59;0.69;0.568;0.639;0.66;0.661;0.225;0.886;"[""0.756"", ""0.683"", ""0.585"", ""0.585"", ""0.610"", ""0.732"", ""0.902""]";"[""0.000"", ""0.669"", ""0.566"", ""0.585"", ""0.294"", ""0.623"", ""0.000""]";"[""0.756"", ""0.647"", ""0.625"", ""0.571"", ""0.719"", ""0.545"", ""0.000""]";"[""1.000"", ""0.611"", ""0.652"", ""0.600"", ""0.767"", ""0.500"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.415"", ""0.585"", ""0.512"", ""0.780"", ""0.268"", ""0.000""]";"[""-0.244"", ""0.024"", ""-0.024"", ""-0.024"", ""-0.049"", ""0.024"", ""0.098""]"
101;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S BestFirst -X 3;124811;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
102;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 14;weka.classifiers.functions.Logistic -- -R 10.0;141463;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
103;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
104;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;0.565;0.565;0.718;0.073;0.435;0.282;0.927;0.699;0.268;0.274;0.69;0.529;1.009;0.708;0.703;0.502;0.54;0.705;0.513;0.525;0.56;0.973;0.019;0.992;"[""0.756"", ""0.732"", ""0.585"", ""0.634"", ""0.707"", ""0.707"", ""0.902""]";"[""0.000"", ""0.678"", ""0.510"", ""0.621"", ""0.166"", ""0.000"", ""0.000""]";"[""0.756"", ""0.769"", ""0.607"", ""0.647"", ""0.737"", ""0.000"", ""0.000""]";"[""1.000"", ""0.556"", ""0.739"", ""0.550"", ""0.933"", ""0.000"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.317"", ""0.683"", ""0.415"", ""0.927"", ""0.000"", ""0.000""]";"[""-0.244"", ""0.122"", ""-0.122"", ""0.073"", ""-0.195"", ""0.293"", ""0.098""]"
105;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S GreedyStepwise -X 4;105498;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
106;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
107;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 14;5392423;success;0.622;0.622;0.77;0.195;0.378;0.23;0.805;0.746;0.195;0.222;0.713;0.447;0.854;0.769;0.746;0.767;0.637;0.757;0.661;0.623;0.668;2.147;0.061;2.208;"[""0.829"", ""0.902"", ""0.561"", ""0.683"", ""0.780"", ""0.707"", ""0.927""]";"[""0.566"", ""0.891"", ""0.563"", ""0.683"", ""0.523"", ""0.391"", ""0.400""]";"[""0.833"", ""0.938"", ""0.632"", ""0.667"", ""0.800"", ""0.500"", ""1.000""]";"[""0.968"", ""0.833"", ""0.522"", ""0.700"", ""0.933"", ""0.250"", ""0.250""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.878"", ""0.390"", ""0.463"", ""0.512"", ""0.854"", ""0.146"", ""0.024""]";"[""-0.122"", ""0.049"", ""0.098"", ""-0.024"", ""-0.122"", ""0.146"", ""0.073""]"
108;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;0.62;0.62;0.742;0.146;0.38;0.258;0.854;0.721;0.244;0.225;0.783;0.264;0.505;0.695;0.826;0.712;0.713;0.755;0.672;0.623;0.648;2.094;0.025;2.119;"[""0.756"", ""0.829"", ""0.634"", ""0.610"", ""0.732"", ""0.707"", ""0.927""]";"[""0.000"", ""0.832"", ""0.567"", ""0.608"", ""0.000"", ""0.554"", ""0.400""]";"[""0.756"", ""0.762"", ""0.643"", ""0.591"", ""0.732"", ""0.500"", ""1.000""]";"[""1.000"", ""0.889"", ""0.783"", ""0.650"", ""1.000"", ""0.417"", ""0.250""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.512"", ""0.683"", ""0.537"", ""1.000"", ""0.244"", ""0.024""]";"[""-0.244"", ""-0.073"", ""-0.122"", ""-0.049"", ""-0.268"", ""0.049"", ""0.073""]"
109;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.6000000000000001 -A;99142;success;0.583;0.583;0.7;0.073;0.417;0.3;0.927;0.631;0.244;0.232;0.754;0.359;0.686;0.637;0.877;0.586;0.81;0.738;0.673;0.641;0.709;0.969;0.026;0.995;"[""0.756"", ""0.610"", ""0.707"", ""0.659"", ""0.756"", ""0.561"", ""0.854""]";"[""0.000"", ""0.508"", ""0.664"", ""0.658"", ""0.167"", ""0.587"", ""0.641""]";"[""0.756"", ""0.531"", ""0.704"", ""0.650"", ""0.750"", ""0.375"", ""0.333""]";"[""1.000"", ""0.944"", ""0.826"", ""0.650"", ""1.000"", ""0.750"", ""0.500""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.780"", ""0.659"", ""0.488"", ""0.976"", ""0.585"", ""0.146""]";"[""-0.244"", ""-0.341"", ""-0.098"", ""0.000"", ""-0.244"", ""-0.293"", ""-0.049""]"
110;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
111;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
112;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.Logistic -- -R 0.01;74129;success;0.513;0.513;0.7;0.098;0.487;0.3;0.902;0.646;0.268;0.342;0.686;0.556;1.061;0.724;0.609;0.509;0.482;0.661;0.494;0.539;0.593;0.893;0.016;0.909;"[""0.683"", ""0.780"", ""0.512"", ""0.585"", ""0.732"", ""0.707"", ""0.902""]";"[""0.597"", ""0.771"", ""0.475"", ""0.571"", ""0.649"", ""0.000"", ""0.000""]";"[""0.821"", ""0.765"", ""0.560"", ""0.588"", ""0.828"", ""0.000"", ""0.000""]";"[""0.742"", ""0.722"", ""0.609"", ""0.500"", ""0.800"", ""0.000"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.683"", ""0.415"", ""0.610"", ""0.415"", ""0.707"", ""0.000"", ""0.000""]";"[""0.073"", ""0.024"", ""-0.049"", ""0.073"", ""0.024"", ""0.293"", ""0.098""]"
113;flags;1;False;meka.classifiers.multilabel.PCC;weka.classifiers.rules.DecisionTable -- -E auc -I -S GreedyStepwise -X 4;105498;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
114;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
115;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
116;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.6000000000000001 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
117;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
118;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
119;flags;1;False;meka.classifiers.multilabel.CC;weka.classifiers.trees.RandomForest -- -I 252 -K 0 -depth 0;5392423;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.6000000000000001 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
121;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
122;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
123;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.6000000000000001 -A;71429;success;0.523;0.523;0.707;0.146;0.477;0.293;0.854;0.673;0.22;0.259;0.711;0.57;1.087;0.76;0.572;0.589;0.42;0.653;0.426;0.534;0.553;0.724;0.011;0.735;"[""0.756"", ""0.780"", ""0.488"", ""0.585"", ""0.732"", ""0.707"", ""0.902""]";"[""0.000"", ""0.667"", ""0.160"", ""0.489"", ""0.000"", ""0.000"", ""0.000""]";"[""0.756"", ""1.000"", ""1.000"", ""0.636"", ""0.732"", ""0.000"", ""0.000""]";"[""1.000"", ""0.500"", ""0.087"", ""0.350"", ""1.000"", ""0.000"", ""0.000""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""1.000"", ""0.220"", ""0.049"", ""0.268"", ""1.000"", ""0.000"", ""0.000""]";"[""-0.244"", ""0.220"", ""0.512"", ""0.220"", ""-0.268"", ""0.293"", ""0.098""]"
124;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
125;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
126;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;0.638;0.638;0.742;0.195;0.362;0.258;0.805;0.695;0.293;0.227;0.755;0.298;0.569;0.684;0.862;0.619;0.774;0.763;0.683;0.619;0.678;0.844;0.012;0.856;"[""0.805"", ""0.756"", ""0.659"", ""0.634"", ""0.756"", ""0.707"", ""0.878""]";"[""0.458"", ""0.740"", ""0.634"", ""0.597"", ""0.306"", ""0.719"", ""0.395""]";"[""0.811"", ""0.654"", ""0.680"", ""0.593"", ""0.763"", ""0.500"", ""0.333""]";"[""0.968"", ""0.944"", ""0.739"", ""0.800"", ""0.967"", ""0.750"", ""0.250""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.902"", ""0.634"", ""0.610"", ""0.659"", ""0.927"", ""0.439"", ""0.073""]";"[""-0.146"", ""-0.195"", ""-0.049"", ""-0.171"", ""-0.195"", ""-0.146"", ""0.024""]"
127;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
128;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -S -A;99142;success;0.638;0.638;0.742;0.195;0.362;0.258;0.805;0.695;0.293;0.227;0.755;0.298;0.569;0.684;0.862;0.619;0.774;0.763;0.683;0.619;0.678;0.608;0.024;0.632;"[""0.805"", ""0.756"", ""0.659"", ""0.634"", ""0.756"", ""0.707"", ""0.878""]";"[""0.458"", ""0.740"", ""0.634"", ""0.597"", ""0.306"", ""0.719"", ""0.395""]";"[""0.811"", ""0.654"", ""0.680"", ""0.593"", ""0.763"", ""0.500"", ""0.333""]";"[""0.968"", ""0.944"", ""0.739"", ""0.800"", ""0.967"", ""0.750"", ""0.250""]";"[""0.756"", ""0.439"", ""0.561"", ""0.488"", ""0.732"", ""0.293"", ""0.098""]";"[""0.902"", ""0.634"", ""0.610"", ""0.659"", ""0.927"", ""0.439"", ""0.073""]";"[""-0.146"", ""-0.195"", ""-0.049"", ""-0.171"", ""-0.195"", ""-0.146"", ""0.024""]"
129;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
130;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
131;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
132;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
133;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
134;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
135;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
136;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
137;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
138;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
139;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
141;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
142;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
143;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
144;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
145;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
146;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
147;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
148;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
149;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;99142;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
150;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 3 -M 7;weka.classifiers.functions.Logistic -- -R 10.0;83182;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
151;flags;1;False;meka.classifiers.multilabel.RAkEL -N 3 -P 4 -k 1 -M 7;weka.classifiers.functions.SimpleLogistic -- -W 0.1 -A;71429;success;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
